link,abbreviation,firstYearOfPlay,franchiseId,active,season,clinchIndicator,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
/api/v1/teams/1,NJD,1982,23,True,20092010,1.0,82.0,48.0,27.0,7.0,103.0,62.8,2.634,2.268,1.0896,18.7,51.0,41.0,273.0,82.8,29.9878,26.9878,0.733,0.405,0.813,0.943,0.542,0.7,4244.0,2098.0,2146.0,49.4,8.8,0.916
/api/v1/teams/2,NYI,1972,22,True,20092010,0.0,82.0,34.0,37.0,11.0,79.0,48.2,2.61,3.146,0.8333,16.0,49.0,71.0,306.0,76.3,30.4024,31.939,0.641,0.209,0.6,0.794,0.405,0.462,4687.0,2261.0,2426.0,48.2,8.6,0.901
/api/v1/teams/3,NYR,1926,10,True,20092010,0.0,82.0,38.0,33.0,11.0,87.0,53.0,2.671,2.61,1.0643,18.3,55.0,50.0,301.0,84.3,29.5732,29.878,0.618,0.354,0.692,0.842,0.447,0.463,4545.0,2235.0,2310.0,49.2,9.0,0.913
/api/v1/teams/4,PHI,1967,16,True,20092010,1.0,82.0,41.0,35.0,6.0,88.0,53.7,2.829,2.707,0.9724,21.4,68.0,57.0,317.0,83.0,31.5732,28.6098,0.673,0.242,0.786,0.882,0.449,0.556,4823.0,2415.0,2408.0,50.1,9.0,0.905
/api/v1/teams/5,PIT,1967,17,True,20092010,1.0,82.0,47.0,28.0,7.0,101.0,61.6,3.037,2.866,1.0745,17.2,56.0,52.0,326.0,84.1,32.7805,28.6585,0.683,0.463,0.769,0.848,0.571,0.517,4754.0,2342.0,2412.0,49.3,9.3,0.9
/api/v1/teams/6,BOS,1924,6,True,20092010,1.0,82.0,39.0,30.0,13.0,91.0,55.5,2.39,2.329,0.951,16.6,44.0,37.0,265.0,86.4,31.6951,29.8171,0.7,0.262,0.731,0.786,0.532,0.345,4640.0,2441.0,2199.0,52.6,7.5,0.922
/api/v1/teams/7,BUF,1970,19,True,20092010,1.0,82.0,45.0,27.0,10.0,100.0,61.0,2.817,2.451,1.0966,17.6,55.0,38.0,313.0,86.6,31.561,31.378,0.756,0.341,0.778,1.0,0.457,0.643,4665.0,2269.0,2396.0,48.6,8.9,0.922
/api/v1/teams/8,MTL,1917,1,True,20092010,1.0,82.0,39.0,33.0,10.0,88.0,53.7,2.561,2.659,0.9041,21.8,57.0,53.0,261.0,83.0,28.6098,32.122,0.718,0.256,0.633,0.839,0.457,0.452,4597.0,2285.0,2312.0,49.7,9.0,0.917
/api/v1/teams/9,OTT,1992,30,True,20092010,1.0,82.0,44.0,32.0,6.0,94.0,57.3,2.683,2.841,0.8772,16.9,49.0,50.0,290.0,84.3,29.7073,28.5366,0.756,0.317,0.84,0.966,0.565,0.548,4648.0,2293.0,2355.0,49.3,9.0,0.9
/api/v1/teams/10,TOR,1926,5,True,20092010,0.0,82.0,30.0,38.0,14.0,74.0,45.1,2.561,3.207,0.9448,14.0,44.0,73.0,315.0,74.7,32.5732,29.7561,0.6,0.231,0.632,0.818,0.383,0.357,4684.0,2381.0,2303.0,50.8,7.9,0.892
/api/v1/teams/11,ATL,1999,35,False,20092010,0.0,82.0,35.0,34.0,13.0,83.0,50.6,2.805,3.049,0.9704,16.1,51.0,57.0,316.0,82.2,29.378,33.122,0.641,0.233,0.75,0.826,0.37,0.472,4816.0,2449.0,2367.0,50.9,9.5,0.908
/api/v1/teams/12,CAR,1997,26,True,20092010,0.0,82.0,35.0,37.0,10.0,80.0,48.8,2.756,3.061,0.882,16.9,56.0,62.0,332.0,80.6,29.2927,31.3902,0.61,0.244,0.778,0.818,0.389,0.477,4815.0,2318.0,2497.0,48.1,9.4,0.902
/api/v1/teams/13,FLA,1993,33,True,20092010,0.0,82.0,32.0,37.0,13.0,77.0,47.0,2.463,2.854,0.9026,14.2,44.0,59.0,309.0,79.4,28.4268,34.1463,0.462,0.326,0.6,0.7,0.444,0.393,4658.0,2323.0,2335.0,49.9,8.7,0.916
/api/v1/teams/14,TBL,1992,31,True,20092010,0.0,82.0,34.0,36.0,12.0,80.0,48.8,2.598,3.085,0.8333,19.3,63.0,67.0,326.0,80.1,28.8659,31.4024,0.611,0.261,0.667,0.828,0.357,0.44,4738.0,2442.0,2296.0,51.5,9.0,0.902
/api/v1/teams/15,WSH,1974,24,True,20092010,1.0,82.0,54.0,15.0,13.0,121.0,73.8,3.817,2.768,1.5662,25.2,79.0,67.0,313.0,78.8,32.8415,30.9146,0.731,0.533,0.718,0.889,0.674,0.649,4927.0,2538.0,2389.0,51.5,11.6,0.91
/api/v1/teams/16,CHI,1926,11,True,20092010,1.0,82.0,52.0,22.0,8.0,112.0,68.3,3.195,2.476,1.2013,17.7,52.0,39.0,294.0,85.3,34.122,25.0976,0.714,0.462,0.714,0.897,0.629,0.667,4466.0,2340.0,2126.0,52.4,9.4,0.901
/api/v1/teams/17,DET,1932,12,True,20092010,1.0,82.0,44.0,24.0,14.0,102.0,62.2,2.72,2.524,0.9276,19.2,59.0,43.0,307.0,83.9,33.378,29.4268,0.658,0.432,0.643,0.824,0.549,0.519,4580.0,2340.0,2240.0,51.1,8.1,0.914
/api/v1/teams/18,NSH,1998,34,True,20092010,1.0,82.0,47.0,29.0,6.0,100.0,61.0,2.646,2.695,1.0486,16.4,47.0,59.0,286.0,77.1,30.5854,29.2195,0.8,0.404,0.958,0.871,0.585,0.553,4688.0,2306.0,2382.0,49.2,8.7,0.908
/api/v1/teams/19,STL,1967,18,True,20092010,0.0,82.0,40.0,32.0,10.0,90.0,54.9,2.659,2.659,0.9865,16.9,52.0,45.0,307.0,86.8,29.8171,30.1585,0.521,0.441,0.625,0.758,0.475,0.5,4816.0,2352.0,2464.0,48.8,8.9,0.912
/api/v1/teams/20,CGY,1980,21,True,20092010,0.0,82.0,40.0,32.0,10.0,90.0,54.9,2.451,2.476,0.9928,16.0,43.0,54.0,268.0,82.3,28.6585,28.9268,0.66,0.219,0.714,0.868,0.432,0.474,4661.0,2237.0,2424.0,48.0,8.6,0.914
/api/v1/teams/21,COL,1995,27,True,20092010,1.0,82.0,43.0,30.0,9.0,95.0,57.9,2.89,2.78,1.0822,18.1,56.0,60.0,310.0,80.2,27.8902,32.061,0.65,0.405,0.758,0.805,0.5,0.527,4535.0,2165.0,2370.0,47.7,10.4,0.913
/api/v1/teams/22,EDM,1979,25,True,20092010,0.0,82.0,27.0,47.0,8.0,62.0,37.8,2.512,3.39,0.75,17.3,52.0,67.0,301.0,78.0,28.3049,33.122,0.588,0.146,0.778,0.81,0.28,0.345,4677.0,2170.0,2507.0,46.4,8.9,0.898
/api/v1/teams/23,VAN,1970,20,True,20092010,1.0,82.0,49.0,28.0,5.0,103.0,62.8,3.268,2.659,1.2429,20.9,68.0,59.0,325.0,81.6,30.9024,29.5,0.795,0.419,0.839,0.97,0.5,0.719,4738.0,2434.0,2304.0,51.4,10.6,0.91
/api/v1/teams/24,ANA,1993,32,True,20092010,0.0,82.0,39.0,32.0,11.0,89.0,54.3,2.841,2.963,0.9805,21.0,63.0,67.0,300.0,79.3,30.1463,33.378,0.568,0.368,0.742,0.743,0.576,0.396,4550.0,2187.0,2363.0,48.1,9.4,0.911
/api/v1/teams/25,DAL,1993,15,True,20092010,0.0,82.0,37.0,31.0,14.0,88.0,53.7,2.805,2.976,0.9809,18.6,61.0,65.0,328.0,77.4,30.7805,31.2073,0.657,0.298,0.667,0.88,0.474,0.425,4592.0,2210.0,2382.0,48.1,9.1,0.905
/api/v1/teams/26,LAK,1967,14,True,20092010,1.0,82.0,46.0,27.0,9.0,101.0,61.6,2.817,2.573,1.0741,20.9,64.0,60.0,307.0,80.3,29.1341,27.561,0.739,0.333,0.815,0.935,0.513,0.571,4503.0,2279.0,2224.0,50.6,9.7,0.907
/api/v1/teams/27,PHX,1996,28,False,20092010,1.0,82.0,50.0,25.0,7.0,107.0,65.2,2.573,2.39,1.1527,14.7,46.0,49.0,314.0,84.5,30.5122,29.5976,0.857,0.35,0.958,0.917,0.55,0.722,4562.0,2279.0,2283.0,50.0,8.4,0.919
/api/v1/teams/28,SJS,1991,29,True,20092010,1.0,82.0,51.0,20.0,11.0,113.0,68.9,3.134,2.549,1.2313,21.0,65.0,49.0,309.0,85.0,31.7317,31.3537,0.795,0.465,0.821,0.878,0.59,0.692,4740.0,2636.0,2104.0,55.6,9.9,0.919
/api/v1/teams/29,CBJ,2000,36,True,20092010,0.0,82.0,32.0,35.0,15.0,79.0,48.2,2.61,3.037,0.8155,18.2,56.0,61.0,308.0,81.7,28.5122,30.6585,0.526,0.273,0.481,0.686,0.367,0.4,4558.0,2324.0,2234.0,51.0,9.2,0.901
/api/v1/teams/30,MIN,2000,37,True,20092010,0.0,82.0,38.0,36.0,8.0,84.0,51.2,2.61,2.915,0.8805,19.1,59.0,53.0,309.0,82.7,27.6341,29.4512,0.706,0.292,0.741,0.875,0.438,0.489,4702.0,2455.0,2247.0,52.2,9.4,0.901
/api/v1/teams/1,NJD,1982,23,True,20102011,0.0,82.0,38.0,39.0,5.0,81.0,49.4,2.085,2.524,0.8027,14.3,34.0,40.0,237.0,83.4,28.5854,26.2439,0.692,0.256,0.76,0.917,0.386,0.545,4271.0,2186.0,2085.0,51.2,7.3,0.904
/api/v1/teams/2,NYI,1972,22,True,20102011,0.0,82.0,30.0,39.0,13.0,73.0,44.5,2.744,3.146,0.8068,17.2,52.0,52.0,302.0,83.2,29.3659,31.9512,0.69,0.189,0.722,0.704,0.219,0.469,4862.0,2438.0,2424.0,50.1,9.3,0.902
/api/v1/teams/3,NYR,1926,10,True,20102011,1.0,82.0,44.0,33.0,5.0,93.0,56.7,2.732,2.378,1.0949,16.9,49.0,42.0,290.0,83.7,29.9146,29.3902,0.683,0.39,0.739,1.0,0.5,0.618,4599.0,2195.0,2404.0,47.7,9.1,0.919
/api/v1/teams/4,PHI,1967,16,True,20102011,1.0,82.0,47.0,23.0,12.0,106.0,64.6,3.122,2.634,1.2069,16.6,49.0,54.0,295.0,82.8,31.7683,30.1341,0.68,0.406,0.735,0.864,0.548,0.571,4938.0,2484.0,2454.0,50.3,9.8,0.913
/api/v1/teams/5,PIT,1967,17,True,20102011,1.0,82.0,49.0,25.0,8.0,106.0,64.6,2.78,2.39,1.1128,15.8,49.0,45.0,311.0,86.1,31.4878,28.6829,0.756,0.439,0.793,0.889,0.566,0.654,4732.0,2329.0,2403.0,49.2,8.8,0.917
/api/v1/teams/6,BOS,1924,6,True,20102011,1.0,82.0,46.0,25.0,11.0,103.0,62.8,2.976,2.305,1.4048,16.2,43.0,46.0,265.0,82.6,32.878,32.7073,0.714,0.4,0.8,0.882,0.512,0.595,4791.0,2485.0,2306.0,51.9,9.1,0.93
/api/v1/teams/7,BUF,1970,19,True,20102011,1.0,82.0,43.0,29.0,10.0,96.0,58.5,2.927,2.78,1.1379,19.4,54.0,51.0,279.0,83.0,32.8049,30.6585,0.658,0.409,0.69,0.833,0.435,0.629,4724.0,2252.0,2472.0,47.7,8.9,0.909
/api/v1/teams/8,MTL,1917,1,True,20102011,1.0,82.0,44.0,30.0,8.0,96.0,58.5,2.598,2.512,1.0148,19.7,57.0,51.0,290.0,84.4,31.7317,30.9512,0.727,0.316,0.833,0.833,0.563,0.5,4712.0,2309.0,2403.0,49.0,8.2,0.919
/api/v1/teams/9,OTT,1992,30,True,20102011,0.0,82.0,32.0,40.0,10.0,74.0,45.1,2.317,2.988,0.7257,17.5,45.0,48.0,257.0,83.7,29.0366,31.2073,0.632,0.182,0.667,0.862,0.324,0.442,4510.0,2293.0,2217.0,50.8,8.0,0.904
/api/v1/teams/10,TOR,1926,5,True,20102011,0.0,82.0,37.0,34.0,11.0,85.0,51.8,2.598,2.988,0.9434,15.9,52.0,62.0,326.0,77.5,28.7805,30.9756,0.656,0.32,0.75,0.857,0.433,0.48,4699.0,2371.0,2328.0,50.5,9.0,0.904
/api/v1/teams/11,ATL,1999,35,False,20102011,0.0,82.0,34.0,36.0,12.0,80.0,48.8,2.659,3.195,0.858,18.3,53.0,64.0,289.0,77.5,31.4756,32.1707,0.489,0.324,0.5,0.741,0.4,0.419,4742.0,2311.0,2431.0,48.7,8.4,0.901
/api/v1/teams/12,CAR,1997,26,True,20102011,0.0,82.0,40.0,31.0,11.0,91.0,55.5,2.817,2.854,0.9875,15.9,55.0,51.0,346.0,81.2,30.6951,33.2317,0.757,0.267,0.95,0.964,0.393,0.529,4913.0,2192.0,2721.0,44.6,9.2,0.914
/api/v1/teams/13,FLA,1993,33,True,20102011,0.0,82.0,30.0,40.0,12.0,72.0,43.9,2.329,2.707,0.872,13.1,35.0,41.0,267.0,84.6,30.4024,31.8171,0.59,0.163,0.583,0.75,0.258,0.467,4639.0,2409.0,2230.0,51.9,7.7,0.915
/api/v1/teams/14,TBL,1992,31,True,20102011,1.0,82.0,46.0,25.0,11.0,103.0,62.8,2.939,2.854,0.9935,20.5,69.0,49.0,336.0,83.8,31.7683,28.7073,0.627,0.452,0.724,0.872,0.51,0.633,4934.0,2486.0,2448.0,50.4,9.3,0.901
/api/v1/teams/15,WSH,1974,24,True,20102011,1.0,82.0,48.0,23.0,11.0,107.0,65.2,2.671,2.329,1.0741,17.5,46.0,43.0,263.0,85.6,31.2927,28.9634,0.714,0.489,0.778,0.906,0.565,0.618,4906.0,2534.0,2372.0,51.6,8.5,0.92
/api/v1/teams/16,CHI,1926,11,True,20102011,1.0,82.0,44.0,29.0,9.0,97.0,59.1,3.073,2.683,1.1486,23.1,64.0,53.0,277.0,79.2,32.1585,28.7073,0.681,0.343,0.703,0.825,0.52,0.548,4751.0,2414.0,2337.0,50.8,9.6,0.907
/api/v1/teams/17,DET,1932,12,True,20102011,1.0,82.0,47.0,25.0,10.0,104.0,63.4,3.134,2.89,1.0182,22.3,67.0,53.0,301.0,82.3,33.622,30.6585,0.732,0.415,0.8,0.875,0.563,0.563,4890.0,2540.0,2350.0,51.9,9.3,0.906
/api/v1/teams/18,NSH,1998,34,True,20102011,1.0,82.0,44.0,27.0,11.0,99.0,60.4,2.598,2.317,1.1579,15.2,41.0,41.0,269.0,84.9,28.8049,30.6098,0.698,0.359,0.694,0.795,0.588,0.478,4685.0,2352.0,2333.0,50.2,9.0,0.924
/api/v1/teams/19,STL,1967,18,True,20102011,0.0,82.0,38.0,33.0,11.0,87.0,53.0,2.878,2.78,1.0185,18.6,52.0,51.0,279.0,81.7,30.1829,27.7317,0.587,0.306,0.567,0.839,0.392,0.6,4608.0,2180.0,2428.0,47.3,9.5,0.9
/api/v1/teams/20,CGY,1980,21,True,20102011,0.0,82.0,41.0,29.0,12.0,94.0,57.3,2.939,2.805,1.0867,19.5,62.0,53.0,318.0,81.2,30.5,28.5122,0.718,0.302,0.731,0.833,0.521,0.433,4881.0,2350.0,2531.0,48.1,9.6,0.902
/api/v1/teams/21,COL,1995,27,True,20102011,0.0,82.0,30.0,44.0,8.0,68.0,41.5,2.695,3.5,0.8764,18.5,49.0,75.0,265.0,76.1,29.1951,31.8171,0.545,0.245,0.714,0.944,0.276,0.426,4811.0,2436.0,2375.0,50.6,9.2,0.89
/api/v1/teams/22,EDM,1979,25,True,20102011,0.0,82.0,25.0,45.0,12.0,62.0,37.8,2.329,3.171,0.7427,14.5,44.0,74.0,304.0,77.0,26.6829,31.6707,0.563,0.14,0.75,0.682,0.182,0.375,4611.0,2036.0,2575.0,44.2,8.7,0.9
/api/v1/teams/23,VAN,1970,20,True,20102011,1.0,82.0,54.0,19.0,9.0,117.0,71.3,3.146,2.195,1.32,24.3,72.0,45.0,296.0,85.6,32.0,30.122,0.837,0.394,0.914,0.927,0.609,0.742,4836.0,2653.0,2183.0,54.9,9.8,0.927
/api/v1/teams/24,ANA,1993,32,True,20102011,1.0,82.0,47.0,30.0,5.0,99.0,60.4,2.866,2.841,0.8917,23.5,67.0,57.0,285.0,81.3,28.4634,32.2927,0.739,0.361,0.893,0.909,0.406,0.667,4627.0,2206.0,2421.0,47.7,10.1,0.912
/api/v1/teams/25,DAL,1993,15,True,20102011,0.0,82.0,42.0,29.0,11.0,95.0,57.9,2.707,2.756,1.0,18.0,55.0,55.0,306.0,80.1,27.6707,30.5366,0.821,0.233,0.897,0.889,0.625,0.478,4776.0,2386.0,2390.0,50.0,9.8,0.91
/api/v1/teams/26,LAK,1967,14,True,20102011,1.0,82.0,46.0,30.0,6.0,98.0,59.8,2.549,2.39,1.0496,16.1,47.0,40.0,292.0,85.5,28.8171,27.9024,0.72,0.313,0.731,0.963,0.5,0.618,4708.0,2407.0,2301.0,51.1,8.8,0.914
/api/v1/teams/27,PHX,1996,28,False,20102011,1.0,82.0,43.0,26.0,13.0,99.0,60.4,2.756,2.683,1.1691,15.9,46.0,64.0,289.0,78.4,30.3171,32.5976,0.738,0.3,0.72,0.889,0.48,0.577,4957.0,2551.0,2406.0,51.5,9.1,0.918
/api/v1/teams/28,SJS,1991,29,True,20102011,1.0,82.0,48.0,25.0,9.0,105.0,64.0,2.963,2.537,1.1579,23.5,68.0,56.0,289.0,79.6,34.5366,28.8902,0.744,0.41,0.773,0.806,0.583,0.55,4806.0,2582.0,2224.0,53.7,8.6,0.912
/api/v1/teams/29,CBJ,2000,36,True,20102011,0.0,82.0,34.0,35.0,13.0,81.0,49.4,2.561,3.049,0.8773,13.9,42.0,62.0,301.0,80.2,30.561,29.8415,0.611,0.261,0.773,0.826,0.419,0.417,4804.0,2459.0,2345.0,51.2,8.4,0.898
/api/v1/teams/30,MIN,2000,37,True,20102011,0.0,82.0,39.0,35.0,8.0,86.0,52.4,2.476,2.78,0.8497,18.1,53.0,53.0,292.0,82.8,26.1951,32.0122,0.795,0.186,0.793,0.962,0.231,0.522,4745.0,2408.0,2337.0,50.8,9.5,0.913
/api/v1/teams/1,NJD,1982,23,True,20112012,1.0,82.0,48.0,28.0,6.0,102.0,62.2,2.634,2.5,0.9333,17.2,46.0,27.0,267.0,89.6,27.4756,26.8171,0.727,0.421,0.769,0.853,0.571,0.545,4451.0,2095.0,2356.0,47.1,9.6,0.907
/api/v1/teams/2,NYI,1972,22,True,20112012,0.0,82.0,34.0,37.0,11.0,79.0,48.2,2.39,3.061,0.743,18.5,45.0,46.0,243.0,80.5,29.3902,30.1098,0.575,0.262,0.64,0.679,0.415,0.405,4560.0,2189.0,2371.0,48.0,8.1,0.898
/api/v1/teams/3,NYR,1926,10,True,20112012,1.0,82.0,51.0,24.0,7.0,109.0,66.5,2.707,2.22,1.1364,15.7,44.0,36.0,280.0,86.2,28.5122,27.8171,0.814,0.41,0.778,0.909,0.682,0.556,4577.0,2286.0,2291.0,50.0,9.5,0.92
/api/v1/teams/4,PHI,1967,16,True,20112012,1.0,82.0,47.0,26.0,9.0,103.0,62.8,3.171,2.744,1.1275,19.7,66.0,58.0,335.0,81.8,32.2073,28.4024,0.75,0.435,0.867,0.892,0.564,0.593,4825.0,2331.0,2494.0,48.3,9.8,0.903
/api/v1/teams/5,PIT,1967,17,True,20112012,1.0,82.0,51.0,25.0,6.0,108.0,65.9,3.329,2.659,1.1728,19.7,57.0,33.0,289.0,87.8,33.8902,27.4024,0.745,0.457,0.706,0.914,0.586,0.708,4957.0,2500.0,2457.0,50.4,9.8,0.903
/api/v1/teams/6,BOS,1924,6,True,20112012,1.0,82.0,49.0,29.0,4.0,102.0,62.2,3.171,2.427,1.3219,17.2,43.0,43.0,250.0,83.5,32.3537,29.7683,0.861,0.391,0.92,1.0,0.52,0.719,4829.0,2633.0,2196.0,54.5,9.8,0.918
/api/v1/teams/7,BUF,1970,19,True,20112012,0.0,82.0,39.0,32.0,11.0,89.0,54.3,2.573,2.72,1.0267,17.1,44.0,47.0,258.0,81.7,29.2317,31.3537,0.595,0.35,0.69,0.893,0.548,0.449,4735.0,2345.0,2390.0,49.5,8.8,0.913
/api/v1/teams/8,MTL,1917,1,True,20112012,0.0,82.0,31.0,35.0,16.0,78.0,47.6,2.524,2.61,0.9533,14.3,43.0,36.0,301.0,88.6,28.5366,29.6585,0.488,0.268,0.556,0.727,0.344,0.362,4739.0,2287.0,2452.0,48.3,8.8,0.912
/api/v1/teams/9,OTT,1992,30,True,20112012,1.0,82.0,41.0,31.0,10.0,92.0,56.1,2.963,2.878,1.0506,18.1,49.0,57.0,270.0,81.6,31.3902,32.0366,0.625,0.381,0.696,0.852,0.472,0.533,4893.0,2453.0,2440.0,50.1,9.4,0.91
/api/v1/teams/10,TOR,1926,5,True,20112012,0.0,82.0,35.0,37.0,10.0,80.0,48.8,2.768,3.159,0.8571,18.4,49.0,55.0,267.0,77.3,28.3171,30.8293,0.575,0.286,0.808,0.889,0.313,0.511,4689.0,2422.0,2267.0,51.6,9.8,0.898
/api/v1/teams/12,CAR,1997,26,True,20112012,0.0,82.0,33.0,33.0,16.0,82.0,50.0,2.585,2.89,0.8434,16.7,49.0,49.0,294.0,80.6,30.4512,32.3537,0.561,0.244,0.533,0.69,0.5,0.348,4858.0,2464.0,2394.0,50.7,8.5,0.911
/api/v1/teams/13,FLA,1993,33,True,20112012,1.0,82.0,38.0,26.0,18.0,94.0,57.3,2.402,2.634,0.8819,18.5,53.0,49.0,286.0,79.5,29.6707,30.5488,0.641,0.302,0.667,0.727,0.447,0.465,4583.0,2318.0,2265.0,50.6,8.1,0.914
/api/v1/teams/14,TBL,1992,31,True,20112012,0.0,82.0,38.0,36.0,8.0,84.0,51.2,2.829,3.39,0.9301,15.2,41.0,59.0,269.0,79.2,27.1585,30.5,0.628,0.282,0.696,0.889,0.444,0.455,4845.0,2354.0,2491.0,48.6,10.4,0.889
